user_id,rating,problems_solved,contests_participated,win_rate,avg_solve_time_min,favorite_tag
user_630,800,651,14,0.214,17.2,binary search
user_631,1917,391,82,0.625,34.5,binary search
user_632,1155,788,51,0.272,7.6,implementation
user_633,1066,699,73,0.617,41.4,strings
user_634,894,262,39,0.356,22.0,binary search
user_635,800,65,28,0.4,31.1,dp
user_636,1551,472,3,0.478,30.3,dp
user_637,1238,466,84,0.489,26.5,math
user_638,823,92,70,0.532,19.0,binary search
user_639,821,108,27,0.165,37.4,greedy
user_640,1095,158,2,0.312,19.9,math
user_641,1999,338,93,0.766,17.7,strings
user_642,1121,165,38,0.136,33.8,binary search
user_643,800,199,3,0.337,26.5,dp
user_644,1125,503,16,0.264,38.6,greedy
user_645,1116,272,94,0.327,24.4,implementation
user_646,800,89,40,0.338,18.5,math
user_647,1192,409,2,0.283,27.7,greedy
user_648,1130,773,81,0.538,20.5,binary search
user_649,1493,618,41,0.298,18.8,graphs
user_650,2110,269,12,0.176,33.3,greedy
user_651,1699,781,35,0.512,43.3,greedy
user_652,1118,624,65,0.043,22.5,strings
user_653,869,561,55,0.048,15.3,dp
user_654,2622,794,45,0.243,23.5,implementation
user_655,1233,110,79,0.558,30.1,binary search
user_656,1217,368,90,0.599,27.6,greedy
user_657,1203,389,85,0.292,36.9,binary search
user_658,1286,230,62,0.136,31.7,dp
user_659,1160,429,49,0.455,14.0,strings
user_660,1020,133,95,0.112,20.1,binary search
user_661,1028,431,25,0.524,11.2,trees
user_662,1200,240,23,0.066,36.4,dp
user_663,1029,699,24,0.485,5.1,dp
user_664,978,72,38,0.336,12.2,implementation
user_665,1251,494,28,0.598,19.9,math
user_666,1122,637,21,0.276,30.6,strings
user_667,1903,712,54,0.349,19.8,strings
user_668,800,583,18,0.298,21.3,implementation
user_669,1681,777,36,0.538,21.5,trees
user_670,1761,492,99,0.218,26.7,binary search
user_671,800,528,45,0.686,12.8,graphs
user_672,1093,164,73,0.156,15.5,trees
user_673,1084,101,53,0.822,41.8,math
user_674,800,535,30,0.504,29.0,strings
user_675,959,464,60,0.266,32.6,dp
user_676,868,750,98,0.222,25.6,strings
user_677,2050,607,32,0.549,23.6,trees
user_678,1604,654,67,0.139,29.6,graphs
user_679,1774,519,67,0.725,32.3,greedy
user_680,1504,192,28,0.255,33.5,greedy
user_681,863,395,44,0.205,23.7,implementation
user_682,1035,583,79,0.538,34.6,strings
user_683,1403,740,41,0.72,5.0,strings
user_684,839,414,63,0.463,33.9,math
user_685,1501,255,23,0.106,20.7,strings
user_686,1127,751,75,0.503,30.5,graphs
user_687,1083,600,48,0.768,18.5,strings
user_688,1500,670,32,0.326,11.7,binary search
user_689,1384,659,57,0.419,28.4,trees
user_690,1087,480,33,0.201,10.0,implementation
user_691,1716,432,24,0.376,21.0,graphs
user_692,876,74,39,0.61,16.9,math
user_693,1457,22,34,0.393,23.2,binary search
user_694,1447,222,56,0.409,33.0,binary search
user_695,1104,251,28,0.189,20.1,trees
user_696,1336,502,37,0.455,28.1,greedy
user_697,832,222,7,0.574,32.4,graphs
user_698,1599,702,68,0.477,18.9,trees
user_699,1146,347,37,0.433,19.1,binary search
user_700,1036,182,56,0.253,38.7,math
user_701,1660,681,65,0.378,24.2,trees
user_702,981,173,65,0.423,30.1,greedy
user_703,800,474,47,0.129,30.0,binary search
user_704,800,506,20,0.22,13.0,trees
user_705,1453,709,19,0.526,17.4,graphs
user_706,825,404,29,0.467,28.8,greedy
user_707,2051,712,74,0.198,5.0,graphs
user_708,800,317,60,0.572,22.9,graphs
user_709,2016,777,18,0.542,16.3,graphs
user_710,1291,192,92,0.368,36.1,trees
user_711,1177,638,35,0.518,28.5,greedy
user_712,1029,519,43,0.189,36.9,trees
user_713,1366,717,95,0.419,24.6,trees
user_714,1198,555,91,0.336,23.9,trees
user_715,1687,573,11,0.494,22.0,binary search
user_716,1254,633,49,0.692,20.0,strings
user_717,1267,773,38,0.246,51.8,dp
user_718,1086,603,64,0.183,33.1,binary search
user_719,1191,753,69,0.408,14.3,greedy
user_720,1329,236,8,0.27,51.4,dp
user_721,800,754,34,0.218,21.0,dp
user_722,808,742,48,0.589,28.2,dp
user_723,1514,445,56,0.36,34.4,strings
user_724,1275,431,76,0.521,9.6,trees
user_725,1146,563,65,0.579,16.7,implementation
user_726,1218,30,31,0.533,41.5,math
user_727,1345,563,4,0.27,22.8,greedy
user_728,1030,406,50,0.462,35.0,implementation
user_729,959,634,69,0.443,20.5,strings
user_730,1285,114,30,0.605,24.0,strings
user_731,903,201,88,0.35,42.9,math
user_732,1369,26,59,0.373,29.4,dp
user_733,800,129,67,0.228,21.6,trees
user_734,1650,402,75,0.164,18.2,math
user_735,1396,434,45,0.552,19.1,implementation
user_736,1308,138,4,0.538,37.4,implementation
user_737,1627,139,26,0.395,32.7,math
user_738,1997,581,27,0.454,13.5,strings
user_739,1643,569,46,0.341,25.9,greedy
user_740,800,38,64,0.661,24.3,graphs
user_741,825,106,91,0.485,28.2,trees
user_742,1004,19,51,0.653,19.0,implementation
user_743,1221,251,50,0.203,36.0,implementation
user_744,1415,241,6,0.559,25.0,math
user_745,974,798,59,0.22,28.7,trees
user_746,1281,293,15,0.271,17.2,math
user_747,966,724,30,0.473,17.7,dp
user_748,1008,768,42,0.669,51.6,trees
user_749,800,785,37,0.415,43.0,dp
user_750,918,735,42,0.307,24.3,implementation
user_751,807,209,35,0.3,40.3,strings
user_752,904,88,87,0.087,37.1,dp
user_753,1662,182,6,0.31,18.7,trees
user_754,911,476,68,0.16,17.8,binary search
user_755,2669,590,18,0.402,31.7,trees
user_756,1405,425,73,0.344,27.6,math
user_757,1281,458,29,0.133,21.0,dp
user_758,936,96,77,0.275,32.2,greedy
user_759,1495,110,59,0.227,10.6,binary search
user_760,1019,17,47,0.627,26.2,strings
user_761,1257,209,17,0.24,12.6,graphs
user_762,2612,514,96,0.471,12.9,math
user_763,1177,96,22,0.451,17.9,math
user_764,1710,52,68,0.262,28.6,greedy
user_765,981,394,69,0.245,18.2,graphs
user_766,1199,630,37,0.427,12.8,implementation
user_767,2061,444,49,0.163,29.8,graphs
user_768,1004,417,13,0.147,39.9,strings
user_769,2087,492,34,0.167,31.4,strings
user_770,1498,673,86,0.434,43.0,binary search
user_771,1023,26,53,0.681,39.1,implementation
user_772,1465,654,87,0.11,20.1,math
user_773,1622,157,51,0.293,31.3,dp
user_774,1460,286,3,0.065,24.1,strings
user_775,800,241,42,0.283,35.6,greedy
user_776,974,375,98,0.385,24.1,greedy
user_777,1125,237,32,0.177,17.1,greedy
user_778,1185,660,51,0.339,38.7,trees
user_779,1460,445,85,0.09,28.2,implementation
user_780,1278,408,46,0.075,18.4,implementation
user_781,811,220,21,0.352,20.0,strings
user_782,1358,400,44,0.406,18.3,strings
user_783,1455,508,11,0.44,15.0,greedy
user_784,1433,549,68,0.799,20.2,implementation
user_785,1676,572,1,0.561,28.7,implementation
user_786,1556,500,92,0.124,25.6,strings
user_787,1390,451,63,0.448,20.6,trees
user_788,1186,270,24,0.312,40.0,dp
user_789,800,782,99,0.325,5.0,dp
user_790,1378,359,13,0.291,28.1,binary search
user_791,1289,361,98,0.26,23.6,implementation
user_792,1314,529,11,0.024,15.3,math
user_793,826,329,51,0.375,28.6,dp
user_794,876,147,17,0.404,22.8,binary search
user_795,1662,559,99,0.632,37.5,graphs
user_796,1197,632,82,0.776,33.7,math
user_797,1486,377,86,0.389,44.1,implementation
user_798,1222,229,24,0.459,20.2,dp
user_799,1222,346,19,0.573,39.0,trees
user_800,1605,232,37,0.561,13.3,graphs
user_801,1038,657,85,0.317,23.9,binary search
user_802,1247,777,8,0.595,20.3,dp
user_803,1055,369,28,0.847,31.0,implementation
user_804,1063,338,5,0.646,30.8,dp
user_805,1104,472,17,0.366,16.0,strings
user_806,1295,570,36,0.31,31.6,graphs
user_807,1049,391,19,0.561,21.2,dp
user_808,1766,599,64,0.055,16.8,greedy
user_809,926,626,91,0.26,24.9,trees
user_810,1145,178,98,0.232,10.2,strings
user_811,1062,226,11,0.359,34.3,strings
user_812,1870,387,54,0.447,24.4,dp
user_813,1285,128,45,0.106,24.7,trees
user_814,1651,199,47,0.498,24.1,strings
user_815,800,776,12,0.134,41.5,math
user_816,1313,379,21,0.634,40.2,graphs
user_817,1582,787,11,0.631,38.5,math
user_818,1242,158,92,0.208,24.1,binary search
user_819,1668,685,5,0.207,13.8,math
user_820,1037,661,81,0.176,24.8,trees
user_821,1849,497,56,0.221,28.1,greedy
user_822,2415,779,20,0.58,33.1,strings
user_823,1086,383,41,0.211,28.1,trees
user_824,1060,790,46,0.692,14.7,strings
user_825,1874,702,12,0.368,19.6,implementation
user_826,1946,169,70,0.393,18.7,greedy
user_827,1036,360,17,0.82,30.4,strings
user_828,1068,297,19,0.676,30.6,math
user_829,1113,297,26,0.149,31.9,implementation
user_830,809,235,48,0.483,28.0,implementation
user_831,920,532,52,0.358,5.0,binary search
user_832,896,531,96,0.141,7.7,implementation
user_833,962,792,70,0.077,23.6,implementation
user_834,1199,282,55,0.467,26.0,dp
user_835,1300,411,75,0.151,37.5,greedy
user_836,1929,192,33,0.456,25.8,math
user_837,898,674,62,0.455,15.2,trees
user_838,1628,497,88,0.596,31.6,math
user_839,1136,133,23,0.487,24.8,math
user_840,1194,635,15,0.402,21.0,dp
user_841,1483,799,27,0.468,8.9,graphs
user_842,865,423,75,0.596,25.9,strings
user_843,1359,734,64,0.472,27.3,strings
user_844,1274,181,81,0.569,15.0,trees
user_845,1404,297,51,0.478,32.4,implementation
user_846,1321,444,53,0.1,31.5,binary search
user_847,2531,695,78,0.528,25.5,trees
user_848,1000,122,91,0.32,25.1,graphs
user_849,1033,131,82,0.613,34.5,strings
user_850,1005,553,92,0.368,28.7,binary search
user_851,1025,231,51,0.298,18.0,trees
user_852,1001,640,47,0.348,23.0,binary search
user_853,1731,48,4,0.252,30.6,math
user_854,1855,506,7,0.333,5.0,greedy
user_855,1021,789,35,0.124,15.7,math
user_856,944,242,48,0.723,31.8,dp
user_857,1396,539,73,0.552,37.1,implementation
user_858,1026,158,72,0.774,35.2,strings
user_859,1465,406,45,0.578,33.9,binary search
user_860,1288,670,81,0.026,26.3,trees
user_861,800,647,81,0.445,14.7,implementation
user_862,1928,311,97,0.46,23.0,greedy
user_863,2077,369,96,0.116,5.1,trees
user_864,1008,247,72,0.452,38.0,strings
user_865,1078,656,19,0.125,16.8,binary search
user_866,1320,672,63,0.254,19.7,binary search
user_867,1339,245,38,0.666,35.6,math
user_868,1476,745,67,0.207,8.9,greedy
user_869,2215,212,59,0.48,13.1,greedy
user_870,1149,265,69,0.049,27.7,strings
user_871,953,607,13,0.656,30.2,binary search
user_872,801,671,47,0.435,24.3,implementation
user_873,973,244,61,0.263,24.6,greedy
user_874,1199,354,31,0.493,37.7,greedy
user_875,2076,543,80,0.772,31.4,trees
user_876,1037,790,96,0.251,30.0,strings
user_877,1296,475,22,0.175,32.8,math
user_878,1206,779,93,0.57,22.0,trees
user_879,1731,550,86,0.218,46.7,trees
user_880,2586,222,43,0.263,5.0,graphs
user_881,1033,472,67,0.665,39.6,dp
user_882,1046,445,54,0.273,34.0,graphs
user_883,1657,292,10,0.484,27.5,greedy
user_884,1487,571,42,0.512,25.8,binary search
user_885,2109,616,64,0.374,23.4,dp
user_886,1444,472,21,0.022,36.0,dp
user_887,1088,416,80,0.587,24.6,binary search
user_888,1446,97,76,0.337,17.7,dp
user_889,1690,53,66,0.825,34.0,binary search
user_890,1550,470,41,0.536,40.8,dp
user_891,1411,287,24,0.329,5.7,trees
user_892,1669,692,35,0.01,48.6,implementation
user_893,1721,430,56,0.137,14.6,strings
user_894,1834,710,30,0.559,15.4,strings
user_895,1472,362,57,0.237,12.6,graphs
user_896,1152,705,94,0.207,25.0,trees
user_897,1266,524,47,0.201,12.2,dp
user_898,1740,712,35,0.494,13.4,math
user_899,948,639,19,0.3,18.1,binary search
user_900,1353,28,8,0.289,26.4,trees
user_901,1077,32,26,0.163,27.3,dp
user_902,1222,422,71,0.768,37.4,strings
user_903,1778,39,30,0.191,37.2,strings
user_904,1283,117,7,0.45,35.2,binary search
user_905,1228,376,67,0.702,22.4,math
user_906,805,290,65,0.83,6.6,dp
user_907,1516,137,36,0.571,6.4,dp
user_908,1470,238,25,0.119,35.2,math
user_909,2319,120,37,0.495,33.4,math
user_910,1105,145,1,0.694,18.8,math
user_911,1294,371,15,0.297,10.6,strings
user_912,1306,195,37,0.383,14.5,binary search
user_913,1945,665,13,0.299,26.7,trees
user_914,1177,593,8,0.699,26.8,implementation
user_915,1317,138,5,0.445,35.4,math
user_916,1454,270,60,0.761,20.5,binary search
user_917,1281,524,73,0.08,22.6,graphs
user_918,1060,458,1,0.101,36.3,dp
user_919,1284,113,36,0.638,5.0,dp
user_920,1672,492,35,0.261,28.2,implementation
user_921,890,233,66,0.172,21.7,implementation
user_922,1261,500,63,0.421,32.1,greedy
user_923,982,482,23,0.697,30.1,graphs
user_924,1734,19,9,0.691,18.0,trees
user_925,800,414,34,0.09,19.9,implementation
user_926,1024,311,46,0.316,5.0,math
user_927,1357,240,78,0.047,32.5,math
user_928,1938,740,4,0.188,27.4,trees
user_929,1188,75,30,0.28,39.0,strings
user_930,1026,121,95,0.472,21.0,graphs
user_931,2131,22,75,0.244,34.1,math
user_932,800,402,99,0.571,14.3,implementation
user_933,800,509,72,0.48,5.0,greedy
user_934,1382,607,3,0.313,24.1,binary search
user_935,1042,243,14,0.437,19.3,dp
user_936,892,611,60,0.71,14.5,graphs
user_937,1498,323,77,0.205,34.0,dp
user_938,1303,575,45,0.399,37.1,binary search
user_939,1023,21,96,0.561,26.1,graphs
user_940,825,218,34,0.501,23.2,implementation
user_941,1574,23,45,0.47,25.6,binary search
user_942,1473,642,61,0.279,18.5,math
user_943,1176,427,83,0.308,30.6,trees
user_944,2109,446,16,0.502,9.6,math
user_945,879,386,66,0.753,14.3,implementation
user_946,800,29,40,0.236,17.1,trees
user_947,984,596,17,0.493,30.4,math
user_948,1195,764,34,0.255,22.0,binary search
user_949,1303,744,16,0.653,38.6,binary search
user_950,1127,79,60,0.574,33.0,binary search
user_951,1346,220,66,0.61,17.0,dp
user_952,832,110,66,0.181,31.3,implementation
user_953,1868,707,90,0.718,20.9,binary search
user_954,1182,141,13,0.09,29.7,math
user_955,1694,632,56,0.225,33.5,greedy
user_956,1343,390,31,0.122,36.1,implementation
user_957,1389,141,34,0.523,27.0,binary search
user_958,1437,29,39,0.297,41.0,greedy
user_959,1386,545,67,0.356,29.4,trees
user_960,1469,236,8,0.325,26.4,math
user_961,1805,163,87,0.194,22.0,binary search
user_962,1285,751,78,0.235,18.7,dp
user_963,1499,478,55,0.509,29.2,dp
user_964,1179,414,27,0.541,26.0,trees
user_965,1866,211,93,0.108,27.6,greedy
user_966,989,47,53,0.899,29.8,strings
user_967,2080,781,39,0.805,27.6,dp
user_968,1197,197,65,0.196,45.1,implementation
user_969,800,66,17,0.349,19.7,dp
user_970,1259,29,30,0.101,29.3,dp
user_971,988,282,53,0.077,22.7,math
user_972,1559,128,13,0.658,5.0,dp
user_973,996,592,21,0.341,23.1,graphs
user_974,1060,525,19,0.723,15.6,binary search
user_975,800,230,53,0.365,24.3,trees
user_976,1058,535,19,0.167,24.7,dp
user_977,800,524,57,0.226,28.9,strings
user_978,800,737,25,0.286,19.7,implementation
user_979,1522,750,86,0.504,20.9,strings
user_980,1534,345,31,0.296,32.0,dp
user_981,1376,707,81,0.428,16.9,dp
user_982,906,64,55,0.267,6.6,graphs
user_983,1194,509,23,0.267,26.6,dp
user_984,1210,775,32,0.118,35.7,dp
user_985,856,545,62,0.173,31.9,binary search
user_986,1902,171,74,0.696,26.8,strings
user_987,1576,679,10,0.33,37.5,graphs
user_988,1134,603,72,0.357,35.8,strings
user_989,1221,168,54,0.656,21.7,graphs
user_990,1290,197,52,0.712,27.5,strings
user_991,800,69,20,0.08,27.9,dp
user_992,1125,328,32,0.297,24.1,strings
user_993,987,220,14,0.347,36.3,strings
user_994,897,415,50,0.356,23.5,graphs
user_995,1113,673,28,0.228,20.0,trees
user_996,2078,118,53,0.056,5.0,greedy
user_997,1468,85,24,0.404,17.0,graphs
user_998,1021,551,79,0.416,11.8,graphs
user_999,1439,323,22,0.274,24.6,graphs
