user1_id,user2_id,user1_rating,user2_rating,rating_diff,winner_id,user1_won,problem_rating
user_305,user_476,1255,1440,185,user_476,0,1347
user_680,user_340,1504,947,557,user_680,1,1225
user_884,user_539,1487,1019,468,user_884,1,1253
user_611,user_67,1191,1637,446,user_67,0,1414
user_435,user_265,1239,833,406,user_435,1,1036
user_417,user_813,1254,1285,31,user_813,0,1269
user_190,user_591,1060,1050,10,user_190,1,1055
user_761,user_773,1257,1622,365,user_773,0,1439
user_791,user_145,1289,1532,243,user_145,0,1410
user_617,user_964,1506,1179,327,user_617,1,1342
user_305,user_234,1255,2305,1050,user_234,0,1780
user_789,user_193,800,834,34,user_193,0,817
user_347,user_981,800,1376,576,user_981,0,1088
user_846,user_202,1321,1677,356,user_202,0,1499
user_861,user_105,800,1368,568,user_105,0,1084
user_409,user_259,1414,1529,115,user_409,1,1471
user_591,user_952,1050,832,218,user_591,1,941
user_977,user_374,800,2312,1512,user_374,0,1556
user_595,user_487,1040,876,164,user_595,1,958
user_436,user_983,1975,1194,781,user_436,1,1584
user_217,user_486,1128,998,130,user_486,0,1063
user_549,user_48,1011,1343,332,user_48,0,1177
user_663,user_224,1029,1051,22,user_663,1,1040
user_581,user_602,1069,1573,504,user_602,0,1321
user_318,user_449,1335,882,453,user_318,1,1108
user_544,user_530,800,1467,667,user_530,0,1133
user_795,user_609,1662,1898,236,user_609,0,1780
user_852,user_50,1001,1335,334,user_852,1,1168
user_572,user_51,1336,1079,257,user_572,1,1207
user_364,user_85,1490,1042,448,user_364,1,1266
user_802,user_267,1247,800,447,user_802,1,1023
user_636,user_769,1551,2087,536,user_769,0,1819
user_435,user_711,1239,1177,62,user_711,0,1208
user_767,user_358,2061,1335,726,user_767,1,1698
user_176,user_86,1216,1594,378,user_86,0,1405
user_185,user_131,1501,1237,264,user_131,0,1369
user_612,user_626,1318,900,418,user_612,1,1109
user_962,user_285,1285,800,485,user_962,1,1042
user_285,user_988,800,1134,334,user_988,0,967
user_638,user_96,823,1324,501,user_96,0,1073
user_707,user_689,2051,1384,667,user_707,1,1717
user_184,user_578,1133,800,333,user_184,1,966
user_482,user_269,800,1260,460,user_269,0,1030
user_192,user_665,1292,1251,41,user_192,1,1271
user_297,user_693,1329,1457,128,user_693,0,1393
user_746,user_266,1281,1977,696,user_266,0,1629
user_191,user_250,1567,830,737,user_191,1,1198
user_93,user_118,1098,1707,609,user_118,0,1402
user_372,user_665,1873,1251,622,user_372,1,1562
user_476,user_275,1440,1392,48,user_275,0,1416
user_637,user_768,1238,1004,234,user_637,1,1121
user_59,user_0,1624,1406,218,user_59,1,1515
user_407,user_696,1161,1336,175,user_696,0,1248
user_453,user_515,1409,1520,111,user_453,1,1464
user_84,user_380,950,942,8,user_380,0,946
user_452,user_870,901,1149,248,user_452,1,1025
user_250,user_574,830,1554,724,user_574,0,1192
user_198,user_616,1233,1252,19,user_198,1,1242
user_389,user_437,1019,801,218,user_389,1,910
user_472,user_973,800,996,196,user_973,0,898
user_396,user_476,800,1440,640,user_476,0,1120
user_635,user_406,800,879,79,user_406,0,839
user_614,user_654,2524,2622,98,user_654,0,2573
user_622,user_998,2131,1021,1110,user_622,1,1576
user_824,user_687,1060,1083,23,user_824,1,1071
user_108,user_885,1309,2109,800,user_885,0,1709
user_670,user_287,1761,1445,316,user_670,1,1603
user_500,user_938,1600,1303,297,user_938,0,1451
user_469,user_394,1019,1726,707,user_394,0,1372
user_506,user_665,1014,1251,237,user_665,0,1132
user_57,user_404,1104,1058,46,user_57,1,1081
user_939,user_288,1023,1318,295,user_288,0,1170
user_913,user_352,1945,1567,378,user_913,1,1756
user_111,user_206,1202,1414,212,user_206,0,1308
user_688,user_435,1500,1239,261,user_688,1,1369
user_684,user_902,839,1222,383,user_902,0,1030
user_302,user_987,1516,1576,60,user_302,1,1546
user_519,user_528,1518,1310,208,user_519,1,1414
user_829,user_33,1113,882,231,user_829,1,997
user_958,user_158,1437,847,590,user_958,1,1142
user_108,user_674,1309,800,509,user_108,1,1054
user_669,user_471,1681,800,881,user_669,1,1240
user_133,user_211,1396,1703,307,user_211,0,1549
user_826,user_90,1946,1247,699,user_826,1,1596
user_937,user_57,1498,1104,394,user_937,1,1301
user_831,user_365,920,1074,154,user_365,0,997
user_386,user_996,1342,2078,736,user_996,0,1710
user_540,user_834,1557,1199,358,user_540,1,1378
user_754,user_911,911,1294,383,user_911,0,1102
user_458,user_316,1026,1487,461,user_316,0,1256
user_518,user_868,1248,1476,228,user_868,0,1362
user_338,user_354,1371,1205,166,user_354,0,1288
user_59,user_789,1624,800,824,user_59,1,1212
user_38,user_225,813,1680,867,user_225,0,1246
user_777,user_991,1125,800,325,user_777,1,962
user_11,user_689,1053,1384,331,user_689,0,1218
user_98,user_767,1213,2061,848,user_767,0,1637
user_444,user_249,819,1368,549,user_249,0,1093
user_958,user_398,1437,1171,266,user_958,1,1304
user_586,user_622,1055,2131,1076,user_622,0,1593
user_344,user_43,1052,1107,55,user_344,1,1079
user_282,user_687,1950,1083,867,user_282,1,1516
user_465,user_652,1134,1118,16,user_652,0,1126
user_828,user_416,1068,1930,862,user_416,0,1499
user_287,user_109,1445,1185,260,user_109,0,1315
user_904,user_396,1283,800,483,user_904,1,1041
user_710,user_801,1291,1038,253,user_710,1,1164
user_482,user_394,800,1726,926,user_394,0,1263
user_196,user_897,929,1266,337,user_897,0,1097
user_245,user_70,1096,1350,254,user_70,0,1223
user_771,user_926,1023,1024,1,user_771,1,1023
user_249,user_739,1368,1643,275,user_739,0,1505
user_999,user_964,1439,1179,260,user_999,1,1309
user_746,user_187,1281,1185,96,user_187,0,1233
user_211,user_874,1703,1199,504,user_211,1,1451
user_704,user_391,800,1404,604,user_391,0,1102
user_862,user_131,1928,1237,691,user_862,1,1582
user_947,user_682,984,1035,51,user_947,1,1009
user_366,user_517,1296,903,393,user_366,1,1099
user_911,user_432,1294,1117,177,user_911,1,1205
user_57,user_791,1104,1289,185,user_791,0,1196
user_840,user_642,1194,1121,73,user_642,0,1157
user_839,user_784,1136,1433,297,user_784,0,1284
user_625,user_364,1039,1490,451,user_364,0,1264
user_580,user_575,1341,800,541,user_580,1,1070
user_482,user_587,800,939,139,user_587,0,869
user_193,user_561,834,2258,1424,user_561,0,1546
user_802,user_84,1247,950,297,user_802,1,1098
user_515,user_317,1520,1104,416,user_515,1,1312
user_312,user_744,1552,1415,137,user_744,0,1483
user_106,user_101,2134,1068,1066,user_106,1,1601
user_413,user_847,1778,2531,753,user_847,0,2154
user_772,user_709,1465,2016,551,user_772,1,1740
user_93,user_319,1098,1165,67,user_319,0,1131
user_260,user_870,917,1149,232,user_870,0,1033
user_489,user_195,1578,1360,218,user_195,0,1469
user_9,user_35,1426,840,586,user_9,1,1133
user_882,user_152,1046,988,58,user_882,1,1017
user_237,user_939,1281,1023,258,user_237,1,1152
user_363,user_335,1367,1159,208,user_335,0,1263
user_357,user_934,1111,1382,271,user_934,0,1246
user_446,user_763,1352,1177,175,user_446,1,1264
user_9,user_726,1426,1218,208,user_9,1,1322
user_749,user_512,800,1128,328,user_512,0,964
user_726,user_532,1218,1188,30,user_726,1,1203
user_614,user_57,2524,1104,1420,user_614,1,1814
user_108,user_644,1309,1125,184,user_108,1,1217
user_955,user_687,1694,1083,611,user_955,1,1388
user_538,user_598,1639,1060,579,user_538,1,1349
user_536,user_461,936,1224,288,user_461,0,1080
user_857,user_299,1396,1463,67,user_857,1,1429
user_610,user_797,1474,1486,12,user_610,1,1480
user_995,user_28,1113,1012,101,user_28,0,1062
user_395,user_360,1052,1416,364,user_395,1,1234
user_545,user_499,954,800,154,user_545,1,877
user_0,user_722,1406,808,598,user_0,1,1107
user_618,user_135,1400,1929,529,user_135,0,1664
user_883,user_938,1657,1303,354,user_883,1,1480
user_990,user_356,1290,1205,85,user_990,1,1247
user_308,user_254,1428,800,628,user_308,1,1114
user_554,user_388,1341,1611,270,user_388,0,1476
user_923,user_845,982,1404,422,user_845,0,1193
user_938,user_745,1303,974,329,user_745,0,1138
user_173,user_16,1342,894,448,user_173,1,1118
user_883,user_885,1657,2109,452,user_885,0,1883
user_859,user_718,1465,1086,379,user_859,1,1275
user_463,user_527,1292,1229,63,user_463,1,1260
user_391,user_63,1404,846,558,user_391,1,1125
user_888,user_947,1446,984,462,user_888,1,1215
user_57,user_134,1104,919,185,user_134,0,1011
user_823,user_839,1086,1136,50,user_823,1,1111
user_479,user_240,1695,955,740,user_479,1,1325
user_539,user_943,1019,1176,157,user_943,0,1097
user_187,user_745,1185,974,211,user_745,0,1079
user_660,user_510,1020,1314,294,user_510,0,1167
user_37,user_428,800,1664,864,user_428,0,1232
user_67,user_323,1637,2270,633,user_323,0,1953
user_207,user_149,1413,1324,89,user_207,1,1368
user_841,user_513,1483,923,560,user_841,1,1203
user_981,user_624,1376,1954,578,user_624,0,1665
user_972,user_945,1559,879,680,user_972,1,1219
user_427,user_403,1488,1229,259,user_427,1,1358
user_892,user_568,1669,800,869,user_892,1,1234
user_981,user_811,1376,1062,314,user_981,1,1219
user_170,user_508,928,1229,301,user_508,0,1078
user_897,user_973,1266,996,270,user_897,1,1131
user_181,user_772,937,1465,528,user_772,0,1201
user_218,user_223,1047,800,247,user_218,1,923
user_328,user_676,1461,868,593,user_328,1,1164
user_425,user_746,1827,1281,546,user_425,1,1554
user_498,user_519,931,1518,587,user_498,1,1224
user_229,user_17,1486,1331,155,user_229,1,1408
user_417,user_339,1254,1023,231,user_417,1,1138
user_159,user_24,1475,1029,446,user_159,1,1252
user_637,user_64,1238,1546,308,user_64,0,1392
user_197,user_300,1269,945,324,user_197,1,1107
user_662,user_539,1200,1019,181,user_662,1,1109
user_870,user_672,1149,1093,56,user_870,1,1121
user_747,user_722,966,808,158,user_722,0,887
user_641,user_727,1999,1345,654,user_641,1,1672
user_459,user_693,846,1457,611,user_693,0,1151
user_174,user_116,1316,1199,117,user_116,0,1257
user_159,user_441,1475,1200,275,user_159,1,1337
user_741,user_480,825,1166,341,user_480,0,995
user_20,user_822,1881,2415,534,user_822,0,2148
user_569,user_903,1090,1778,688,user_903,0,1434
user_578,user_551,800,1156,356,user_578,1,978
user_516,user_70,1408,1350,58,user_70,0,1379
user_578,user_572,800,1336,536,user_572,0,1068
user_649,user_641,1493,1999,506,user_641,0,1746
user_330,user_362,1207,1173,34,user_330,1,1190
user_622,user_592,2131,1399,732,user_622,1,1765
user_818,user_350,1242,1330,88,user_350,0,1286
user_366,user_453,1296,1409,113,user_453,0,1352
user_981,user_323,1376,2270,894,user_323,0,1823
user_995,user_875,1113,2076,963,user_875,0,1594
user_772,user_452,1465,901,564,user_772,1,1183
user_850,user_555,1005,1071,66,user_555,0,1038
user_970,user_974,1259,1060,199,user_970,1,1159
user_644,user_32,1125,1207,82,user_32,0,1166
user_870,user_593,1149,1339,190,user_593,0,1244
user_459,user_897,846,1266,420,user_897,0,1056
user_53,user_940,1456,825,631,user_53,1,1140
user_705,user_667,1453,1903,450,user_667,0,1678
user_561,user_186,2258,1396,862,user_561,1,1827
user_520,user_91,800,1620,820,user_91,0,1210
user_758,user_524,936,963,27,user_758,1,949
user_606,user_782,960,1358,398,user_782,0,1159
user_45,user_322,976,948,28,user_322,0,962
user_707,user_556,2051,1047,1004,user_707,1,1549
user_968,user_76,1197,1244,47,user_76,0,1220
user_498,user_251,931,1596,665,user_251,0,1263
user_781,user_983,811,1194,383,user_781,1,1002
user_270,user_312,1867,1552,315,user_270,1,1709
user_647,user_164,1192,1618,426,user_164,0,1405
user_453,user_78,1409,1245,164,user_78,0,1327
user_704,user_691,800,1716,916,user_691,0,1258
user_996,user_609,2078,1898,180,user_996,1,1988
user_810,user_703,1145,800,345,user_810,1,972
user_163,user_63,947,846,101,user_163,1,896
user_310,user_923,1135,982,153,user_310,1,1058
user_83,user_499,1037,800,237,user_83,1,918
user_706,user_638,825,823,2,user_706,1,824
user_546,user_841,1441,1483,42,user_841,0,1462
user_947,user_969,984,800,184,user_947,1,892
user_222,user_62,1489,869,620,user_222,1,1179
user_546,user_512,1441,1128,313,user_546,1,1284
user_383,user_280,1035,1253,218,user_383,1,1144
user_949,user_207,1303,1413,110,user_207,0,1358
user_9,user_757,1426,1281,145,user_9,1,1353
user_976,user_808,1058,1766,708,user_808,0,1412
user_28,user_566,1012,800,212,user_28,1,906
user_41,user_744,1275,1415,140,user_41,1,1345
user_538,user_212,1639,1613,26,user_212,0,1626
user_438,user_191,800,1567,767,user_191,0,1183
user_670,user_899,1761,948,813,user_670,1,1354
user_222,user_807,1489,1049,440,user_222,1,1269
user_363,user_427,1367,1488,121,user_427,0,1427
user_480,user_106,1166,2134,968,user_106,0,1650
user_229,user_745,1486,974,512,user_229,1,1230
user_90,user_472,1247,800,447,user_90,1,1023
user_758,user_156,936,2121,1185,user_156,0,1528
user_469,user_915,1019,1317,298,user_915,0,1168
user_811,user_135,1062,1929,867,user_135,0,1495
user_318,user_639,1335,821,514,user_318,1,1078
user_113,user_101,2537,1068,1469,user_113,1,1802
user_642,user_0,1121,1406,285,user_0,0,1263
user_480,user_425,1166,1827,661,user_425,0,1496
user_419,user_866,1236,1320,84,user_866,0,1278
user_612,user_629,1318,1682,364,user_629,0,1500
user_611,user_827,1191,1036,155,user_827,0,1113
user_955,user_261,1694,1190,504,user_955,1,1442
user_332,user_511,1239,1193,46,user_332,1,1216
user_111,user_15,1202,1023,179,user_111,1,1112
user_720,user_558,1329,1364,35,user_558,0,1346
user_248,user_300,2058,945,1113,user_248,1,1501
user_946,user_808,800,1766,966,user_808,0,1283
user_946,user_990,800,1290,490,user_990,0,1045
user_318,user_189,1335,800,535,user_318,1,1067
user_872,user_6,801,1946,1145,user_6,0,1373
user_751,user_881,807,1033,226,user_751,1,920
user_633,user_26,1066,858,208,user_26,0,962
user_535,user_635,1229,800,429,user_535,1,1014
user_47,user_592,1664,1399,265,user_47,1,1531
user_98,user_632,1213,1155,58,user_632,0,1184
user_228,user_948,977,1195,218,user_228,1,1086
user_686,user_875,1127,2076,949,user_875,0,1601
user_569,user_624,1090,1954,864,user_624,0,1522
user_797,user_771,1486,1023,463,user_797,1,1254
user_816,user_624,1313,1954,641,user_624,0,1633
user_315,user_780,1219,1278,59,user_315,1,1248
user_763,user_188,1177,940,237,user_763,1,1058
user_521,user_645,1426,1116,310,user_645,0,1271
user_85,user_845,1042,1404,362,user_845,0,1223
user_508,user_225,1229,1680,451,user_225,0,1454
user_254,user_811,800,1062,262,user_811,0,931
user_264,user_149,1123,1324,201,user_264,1,1223
user_663,user_257,1029,980,49,user_663,1,1004
user_29,user_930,1110,1026,84,user_930,0,1068
user_277,user_431,1012,800,212,user_431,0,906
user_56,user_111,942,1202,260,user_111,0,1072
user_834,user_236,1199,800,399,user_834,1,999
user_800,user_969,1605,800,805,user_800,1,1202
user_280,user_185,1253,1501,248,user_185,0,1377
user_41,user_782,1275,1358,83,user_41,1,1316
user_577,user_817,1527,1582,55,user_577,1,1554
user_486,user_698,998,1599,601,user_698,0,1298
user_753,user_818,1662,1242,420,user_753,1,1452
user_419,user_426,1236,907,329,user_419,1,1071
user_536,user_858,936,1026,90,user_858,0,981
user_704,user_279,800,1079,279,user_279,0,939
user_80,user_50,1134,1335,201,user_50,0,1234
user_9,user_53,1426,1456,30,user_9,1,1441
user_908,user_722,1470,808,662,user_908,1,1139
user_639,user_25,821,1252,431,user_25,0,1036
user_701,user_30,1660,1011,649,user_701,1,1335
user_32,user_73,1207,1937,730,user_73,0,1572
user_208,user_818,1414,1242,172,user_208,1,1328
user_742,user_137,1004,1100,96,user_137,0,1052
user_498,user_272,931,1718,787,user_272,0,1324
user_303,user_249,1455,1368,87,user_303,1,1411
user_154,user_138,1323,1546,223,user_138,0,1434
user_308,user_888,1428,1446,18,user_888,0,1437
user_657,user_812,1203,1870,667,user_812,0,1536
user_148,user_261,1417,1190,227,user_148,1,1303
user_123,user_811,800,1062,262,user_123,1,931
user_841,user_291,1483,1045,438,user_841,1,1264
user_767,user_526,2061,800,1261,user_767,1,1430
user_393,user_466,2099,1457,642,user_393,1,1778
user_810,user_10,1145,1054,91,user_810,1,1099
user_487,user_743,876,1221,345,user_487,1,1048
user_845,user_787,1404,1390,14,user_845,1,1397
user_984,user_294,1210,1348,138,user_984,1,1279
user_607,user_523,834,1438,604,user_523,0,1136
user_328,user_277,1461,1012,449,user_328,1,1236
user_202,user_539,1677,1019,658,user_202,1,1348
user_496,user_95,887,800,87,user_95,0,843
user_233,user_143,996,1280,284,user_143,0,1138
user_66,user_693,1186,1457,271,user_693,0,1321
user_91,user_239,1620,1565,55,user_91,1,1592
user_526,user_502,800,800,0,user_526,1,800
user_571,user_184,2004,1133,871,user_571,1,1568
user_270,user_871,1867,953,914,user_270,1,1410
user_198,user_478,1233,3052,1819,user_478,0,2142
user_918,user_399,1060,1756,696,user_399,0,1408
user_347,user_942,800,1473,673,user_942,0,1136
user_556,user_39,1047,1285,238,user_39,0,1166
user_183,user_8,1400,1052,348,user_183,1,1226
user_923,user_486,982,998,16,user_923,1,990
user_664,user_369,978,961,17,user_664,1,969
user_582,user_238,1465,993,472,user_582,1,1229
user_570,user_522,1218,993,225,user_570,1,1105
user_522,user_719,993,1191,198,user_719,0,1092
user_136,user_486,958,998,40,user_136,1,978
user_942,user_802,1473,1247,226,user_802,0,1360
user_0,user_996,1406,2078,672,user_996,0,1742
user_326,user_574,1715,1554,161,user_574,0,1634
user_402,user_954,1213,1182,31,user_402,1,1197
user_547,user_401,1140,1012,128,user_547,1,1076
user_255,user_218,1048,1047,1,user_255,1,1047
user_70,user_672,1350,1093,257,user_672,0,1221
user_551,user_155,1156,978,178,user_551,1,1067
user_267,user_199,800,860,60,user_199,0,830
user_470,user_877,1115,1296,181,user_470,1,1205
user_551,user_110,1156,800,356,user_551,1,978
user_201,user_97,1434,1310,124,user_201,1,1372
user_398,user_940,1171,825,346,user_398,1,998
user_497,user_13,1144,800,344,user_497,1,972
user_163,user_86,947,1594,647,user_86,0,1270
user_80,user_861,1134,800,334,user_80,1,967
user_85,user_287,1042,1445,403,user_287,0,1243
user_662,user_714,1200,1198,2,user_662,1,1199
user_993,user_54,987,1651,664,user_54,0,1319
user_454,user_687,1033,1083,50,user_454,1,1058
user_83,user_324,1037,896,141,user_83,1,966
user_346,user_633,800,1066,266,user_633,0,933
user_183,user_654,1400,2622,1222,user_654,0,2011
user_380,user_661,942,1028,86,user_661,0,985
user_218,user_937,1047,1498,451,user_937,0,1272
user_459,user_498,846,931,85,user_459,1,888
user_418,user_762,1726,2612,886,user_762,0,2169
user_483,user_468,1288,1033,255,user_483,1,1160
user_171,user_387,948,2127,1179,user_387,0,1537
user_220,user_418,2426,1726,700,user_220,1,2076
user_689,user_124,1384,1445,61,user_124,0,1414
user_585,user_757,1305,1281,24,user_585,1,1293
user_642,user_637,1121,1238,117,user_642,1,1179
user_126,user_145,900,1532,632,user_145,0,1216
user_673,user_919,1084,1284,200,user_919,0,1184
user_711,user_43,1177,1107,70,user_711,1,1142
user_925,user_414,800,1339,539,user_414,0,1069
user_772,user_312,1465,1552,87,user_772,1,1508
user_473,user_679,1826,1774,52,user_679,0,1800
user_695,user_543,1104,1867,763,user_543,0,1485
user_454,user_379,1033,950,83,user_379,0,991
user_451,user_631,1614,1917,303,user_451,1,1765
user_871,user_253,953,1651,698,user_253,0,1302
user_518,user_232,1248,1228,20,user_232,0,1238
user_728,user_539,1030,1019,11,user_539,0,1024
user_243,user_412,1571,800,771,user_243,1,1185
user_265,user_445,833,1481,648,user_445,0,1157
user_8,user_26,1052,858,194,user_8,1,955
user_327,user_687,1536,1083,453,user_327,1,1309
user_340,user_819,947,1668,721,user_819,0,1307
user_251,user_8,1596,1052,544,user_251,1,1324
user_380,user_520,942,800,142,user_380,1,871
user_959,user_414,1386,1339,47,user_414,0,1362
user_942,user_991,1473,800,673,user_942,1,1136
user_832,user_811,896,1062,166,user_811,0,979
user_420,user_254,2248,800,1448,user_420,1,1524
user_426,user_14,907,800,107,user_14,0,853
user_967,user_760,2080,1019,1061,user_967,1,1549
user_804,user_758,1063,936,127,user_758,0,999
user_300,user_638,945,823,122,user_638,0,884
user_909,user_737,2319,1627,692,user_909,1,1973
user_427,user_706,1488,825,663,user_427,1,1156
user_539,user_921,1019,890,129,user_539,1,954
user_697,user_125,832,2338,1506,user_125,0,1585
user_905,user_928,1228,1938,710,user_928,0,1583
user_898,user_800,1740,1605,135,user_898,1,1672
user_300,user_421,945,2052,1107,user_421,0,1498
user_93,user_42,1098,1170,72,user_93,1,1134
user_902,user_949,1222,1303,81,user_949,0,1262
user_808,user_604,1766,1372,394,user_808,1,1569
user_22,user_669,1236,1681,445,user_669,0,1458
user_74,user_889,800,1690,890,user_889,0,1245
user_800,user_915,1605,1317,288,user_800,1,1461
user_188,user_126,940,900,40,user_188,1,920
user_968,user_728,1197,1030,167,user_728,0,1113
user_245,user_447,1096,914,182,user_245,1,1005
user_760,user_456,1019,1173,154,user_456,0,1096
user_911,user_744,1294,1415,121,user_744,0,1354
user_545,user_989,954,1221,267,user_989,0,1087
user_942,user_406,1473,879,594,user_942,1,1176
user_931,user_266,2131,1977,154,user_931,1,2054
user_327,user_763,1536,1177,359,user_327,1,1356
user_34,user_21,1551,1132,419,user_34,1,1341
user_627,user_408,1167,1256,89,user_408,0,1211
user_934,user_323,1382,2270,888,user_323,0,1826
user_730,user_270,1285,1867,582,user_270,0,1576
user_697,user_117,832,853,21,user_697,1,842
user_746,user_494,1281,1913,632,user_494,0,1597
user_893,user_443,1721,1179,542,user_893,1,1450
user_604,user_976,1372,1058,314,user_604,1,1215
user_462,user_389,982,1019,37,user_389,0,1000
user_840,user_542,1194,1420,226,user_542,0,1307
user_274,user_362,902,1173,271,user_274,1,1037
user_958,user_526,1437,800,637,user_958,1,1118
user_382,user_600,800,1520,720,user_600,0,1160
user_158,user_675,847,959,112,user_675,0,903
user_97,user_455,1310,955,355,user_455,0,1132
user_312,user_924,1552,1734,182,user_924,0,1643
user_969,user_8,800,1052,252,user_8,0,926
user_402,user_726,1213,1218,5,user_402,1,1215
user_19,user_913,800,1945,1145,user_913,0,1372
user_136,user_368,958,1248,290,user_136,1,1103
user_697,user_608,832,800,32,user_608,0,816
user_428,user_167,1664,2141,477,user_167,0,1902
user_743,user_48,1221,1343,122,user_743,1,1282
user_831,user_663,920,1029,109,user_663,0,974
user_104,user_106,1154,2134,980,user_106,0,1644
user_212,user_435,1613,1239,374,user_212,1,1426
user_854,user_385,1855,1267,588,user_854,1,1561
user_69,user_126,998,900,98,user_126,0,949
user_399,user_636,1756,1551,205,user_636,0,1653
user_195,user_561,1360,2258,898,user_561,0,1809
user_358,user_72,1335,1199,136,user_72,0,1267
user_549,user_542,1011,1420,409,user_542,0,1215
user_434,user_675,1902,959,943,user_434,1,1430
user_580,user_114,1341,1144,197,user_114,0,1242
user_901,user_123,1077,800,277,user_901,1,938
user_276,user_261,1286,1190,96,user_261,0,1238
user_363,user_711,1367,1177,190,user_363,1,1272
user_532,user_248,1188,2058,870,user_248,0,1623
user_162,user_77,1715,1107,608,user_162,1,1411
user_250,user_293,830,1563,733,user_293,0,1196
user_584,user_537,1279,1079,200,user_584,1,1179
user_329,user_273,1463,1215,248,user_329,1,1339
user_381,user_948,1012,1195,183,user_381,1,1103
user_889,user_880,1690,2586,896,user_880,0,2138
user_132,user_786,881,1556,675,user_786,0,1218
user_519,user_275,1518,1392,126,user_519,1,1455
user_154,user_891,1323,1411,88,user_154,1,1367
user_772,user_316,1465,1487,22,user_772,1,1476
user_758,user_557,936,1064,128,user_758,1,1000
user_606,user_33,960,882,78,user_606,1,921
user_394,user_471,1726,800,926,user_394,1,1263
user_430,user_710,849,1291,442,user_710,0,1070
user_99,user_421,1129,2052,923,user_421,0,1590
user_454,user_466,1033,1457,424,user_466,0,1245
user_255,user_145,1048,1532,484,user_145,0,1290
user_227,user_646,877,800,77,user_646,0,838
user_260,user_521,917,1426,509,user_521,0,1171
user_522,user_942,993,1473,480,user_942,0,1233
user_666,user_596,1122,1117,5,user_666,1,1119
user_757,user_606,1281,960,321,user_757,1,1120
user_856,user_854,944,1855,911,user_854,0,1399
user_784,user_81,1433,1349,84,user_784,1,1391
user_202,user_236,1677,800,877,user_202,1,1238
user_586,user_478,1055,3052,1997,user_478,0,2053
user_790,user_277,1378,1012,366,user_790,1,1195
user_189,user_152,800,988,188,user_152,0,894
user_147,user_936,815,892,77,user_936,0,853
user_379,user_306,950,1778,828,user_306,0,1364
user_346,user_717,800,1267,467,user_717,0,1033
user_930,user_369,1026,961,65,user_930,1,993
user_696,user_532,1336,1188,148,user_696,1,1262
user_680,user_456,1504,1173,331,user_680,1,1338
user_365,user_141,1074,1793,719,user_141,0,1433
user_372,user_284,1873,2298,425,user_284,0,2085
user_12,user_468,1303,1033,270,user_12,1,1168
user_717,user_563,1267,1099,168,user_717,1,1183
user_811,user_116,1062,1199,137,user_116,0,1130
user_763,user_460,1177,2185,1008,user_460,0,1681
user_114,user_22,1144,1236,92,user_114,1,1190
user_770,user_204,1498,801,697,user_770,1,1149
user_259,user_240,1529,955,574,user_259,1,1242
user_366,user_179,1296,2740,1444,user_179,0,2018
user_857,user_563,1396,1099,297,user_857,1,1247
user_359,user_900,945,1353,408,user_900,0,1149
user_444,user_155,819,978,159,user_155,0,898
user_62,user_42,869,1170,301,user_42,0,1019
user_72,user_19,1199,800,399,user_72,1,999
user_603,user_172,1820,1184,636,user_603,1,1502
user_328,user_909,1461,2319,858,user_909,0,1890
user_113,user_741,2537,825,1712,user_113,1,1681
user_190,user_33,1060,882,178,user_190,1,971
user_912,user_413,1306,1778,472,user_413,0,1542
user_904,user_124,1283,1445,162,user_124,0,1364
user_725,user_449,1146,882,264,user_725,1,1014
user_900,user_569,1353,1090,263,user_900,1,1221
user_624,user_625,1954,1039,915,user_624,1,1496
user_441,user_738,1200,1997,797,user_738,0,1598
user_262,user_629,800,1682,882,user_629,0,1241
user_35,user_590,840,1238,398,user_590,0,1039
user_238,user_874,993,1199,206,user_874,0,1096
user_492,user_776,1240,974,266,user_492,1,1107
user_706,user_211,825,1703,878,user_211,0,1264
user_641,user_503,1999,1434,565,user_641,1,1716
user_765,user_392,981,815,166,user_765,1,898
user_824,user_426,1060,907,153,user_824,1,983
user_869,user_218,2215,1047,1168,user_869,1,1631
user_286,user_420,1158,2248,1090,user_420,0,1703
user_256,user_381,1772,1012,760,user_256,1,1392
user_736,user_720,1308,1329,21,user_720,0,1318
user_755,user_124,2669,1445,1224,user_755,1,2057
user_67,user_180,1637,1462,175,user_67,1,1549
user_777,user_622,1125,2131,1006,user_622,0,1628
user_613,user_523,864,1438,574,user_523,0,1151
user_593,user_249,1339,1368,29,user_249,0,1353
user_384,user_21,965,1132,167,user_384,1,1048
user_771,user_623,1023,1814,791,user_623,0,1418
user_257,user_947,980,984,4,user_257,1,982
user_199,user_515,860,1520,660,user_515,0,1190
user_223,user_383,800,1035,235,user_383,0,917
user_656,user_631,1217,1917,700,user_631,0,1567
user_476,user_859,1440,1465,25,user_476,1,1452
user_363,user_394,1367,1726,359,user_394,0,1546
user_461,user_361,1224,1919,695,user_361,0,1571
user_518,user_712,1248,1029,219,user_518,1,1138
user_556,user_335,1047,1159,112,user_335,0,1103
user_499,user_616,800,1252,452,user_616,0,1026
user_108,user_936,1309,892,417,user_108,1,1100
user_514,user_789,1019,800,219,user_514,1,909
user_897,user_191,1266,1567,301,user_191,0,1416
user_637,user_854,1238,1855,617,user_854,0,1546
user_371,user_172,1407,1184,223,user_172,0,1295
user_853,user_814,1731,1651,80,user_853,1,1691
user_162,user_199,1715,860,855,user_162,1,1287
user_12,user_56,1303,942,361,user_12,1,1122
user_358,user_174,1335,1316,19,user_174,0,1325
