contest_id,index,name,rating,tags,solved_count
2065,G,Skibidus and Capping,1700.0,"combinatorics, math, number theory",6308
2065,F,Skibidus and Slay,1700.0,"data structures, dfs and similar, graphs, greedy, trees",7136
2065,E,Skibidus and Rizz,1600.0,"constructive algorithms, greedy, strings",12025
2065,D,Skibidus and Sigma,1200.0,"greedy, sortings",20708
2065,C2,Skibidus and Fanum Tax (hard version),1300.0,"binary search, greedy",18865
2065,C1,Skibidus and Fanum Tax (easy version),1100.0,"binary search, dp, greedy",27845
2065,B,Skibidus and Ohio,800.0,strings,42192
2065,A,Skibidus and Amog'u,800.0,"brute force, constructive algorithms, greedy, implementation, strings",55816
2064,F,We Be Summing,2600.0,"binary search, data structures, dp, two pointers",705
2064,E,Mycraft Sand Sort,2400.0,"combinatorics, data structures, dsu, greedy, math, sortings",1472
2064,D,Eating,1900.0,"binary search, bitmasks, brute force, data structures, dp, greedy, trees, two pointers",5890
2064,C,Remove the Ends,1300.0,"brute force, constructive algorithms, dp, greedy",17830
2064,B,Variety is Discouraged,1100.0,"binary search, constructive algorithms, greedy, two pointers",20151
2064,A,Brogramming Contest,800.0,"greedy, strings",27133
2063,F2,Counting Is Not Fun (Hard Version),2700.0,"combinatorics, data structures, dfs and similar, dsu, graphs, implementation, trees",931
2063,F1,Counting Is Not Fun (Easy Version),2400.0,"combinatorics, data structures, dfs and similar, dp, dsu, graphs, hashing, implementation, math, trees",1552
2063,E,Triangle Tree,2300.0,"data structures, dfs and similar, dp, greedy, trees",2392
2063,D,Game With Triangles,2000.0,"binary search, brute force, data structures, geometry, greedy, implementation, math, ternary search, two pointers",5054
2063,C,Remove Exactly Two,1600.0,"brute force, data structures, dfs and similar, dp, graphs, greedy, sortings, trees",14704
2063,B,Subsequence Update,1100.0,"constructive algorithms, data structures, greedy, sortings",23233
2063,A,Minimal Coprime,800.0,"math, number theory",31794
2062,H,Galaxy Generator,3500.0,"bitmasks, combinatorics, dp",175
2062,G,Permutation Factory,3500.0,"flows, geometry, graph matchings, graphs",180
2062,F,Traveling Salescat,2900.0,"constructive algorithms, dp, geometry, graphs, greedy, math, sortings",615
2062,E2,The Game (Hard Version),3000.0,"data structures, dfs and similar, games, graphs, implementation, trees",454
2062,E1,The Game (Easy Version),2000.0,"data structures, dfs and similar, games, graphs, greedy, trees",4340
2062,D,Balanced Tree,2200.0,"dfs and similar, dp, graphs, greedy, trees",3554
2062,C,Cirno and Operations,1200.0,"brute force, math",18429
2062,B,Clockwork,900.0,"greedy, math",23822
2062,A,String,800.0,"constructive algorithms, greedy, math, strings",28311
2061,I,Kevin and Nivek,3500.0,"divide and conquer, dp",123
2061,H2,Kevin and Stones (Hard Version),3500.0,"flows, graphs",63
2061,H1,Kevin and Stones (Easy Version),3500.0,"flows, graph matchings, graphs",104
2061,G,Kevin and Teams,2900.0,"constructive algorithms, graphs, interactive",517
2061,F2,Kevin and Binary String (Hard Version),3500.0,"data structures, dp",150
2061,F1,Kevin and Binary String (Easy Version),2100.0,"greedy, implementation",2276
2061,E,Kevin and And,2000.0,"bitmasks, brute force, dp, greedy, math, sortings",4000
2061,D,Kevin and Numbers,1600.0,"bitmasks, data structures",10816
2061,C,Kevin and Puzzle,1600.0,"2-sat, combinatorics, dp",9986
2061,B,Kevin and Geometry,1100.0,"binary search, geometry",14714
2061,A,Kevin and Arithmetic,800.0,math,22368
2060,G,Bugged Sort,2400.0,"dp, greedy, sortings",1314
2060,F,Multiplicative Arrays,2200.0,"combinatorics, dp, number theory",2605
2060,E,Graph Composition,1500.0,"dfs and similar, dsu, graphs, greedy",12318
2060,D,Subtract Min Sort,1100.0,greedy,26263
2060,C,Game of Mathletes,900.0,"games, greedy, sortings, two pointers",32148
2060,B,Farmer John's Card Game,1000.0,"greedy, sortings",28665
2060,A,Fibonacciness,800.0,brute force,41200
2059,E2,Stop Gaming (Hard Version),2900.0,"brute force, constructive algorithms, data structures, hashing, strings",350
2059,E1,Stop Gaming (Easy Version),2500.0,"brute force, constructive algorithms, greedy, hashing, strings",889
2059,D,Graph and Graph,1900.0,"data structures, graphs, greedy, shortest paths",6584
2059,C,Customer Service,1600.0,"brute force, constructive algorithms, graph matchings, greedy, math, sortings",12583
2059,B,Cost of the Array,1300.0,"brute force, constructive algorithms, greedy, math",18827
2059,A,Milya and Two Arrays,800.0,"constructive algorithms, greedy, sortings",29219
2057,H,Coffee Break,3500.0,"data structures, greedy, math",186
2057,G,Secret Message,3000.0,"constructive algorithms, dfs and similar, math",738
2057,F,Formation,3300.0,"binary search, data structures, dp, sortings, two pointers",246
2057,E2,Another Exercise on Graphs (hard version),2500.0,"binary search, dfs and similar, dp, dsu, graphs, shortest paths, sortings",1933
2057,E1,Another Exercise on Graphs (Easy Version),2300.0,"binary search, brute force, dp, dsu, graphs, shortest paths, sortings",2646
2057,D,Gifts Order,2000.0,"data structures, greedy, implementation, math, matrices",5423
2057,C,Trip to the Olympiad,1500.0,"bitmasks, constructive algorithms, greedy, math",13841
2057,B,Gorilla and the Exam,1000.0,"greedy, sortings",23326
2057,A,MEX Table,800.0,"constructive algorithms, math",27537
2056,F2,Xor of Median (Hard Version),3000.0,"bitmasks, brute force, combinatorics, dp, math",354
2056,F1,Xor of Median (Easy Version),2700.0,"bitmasks, brute force, combinatorics, dp, math",447
2056,E,Nested Segments,2500.0,"combinatorics, dfs and similar, dp, dsu, math",1050
2056,D,Unique Median,2200.0,"binary search, brute force, combinatorics, data structures, divide and conquer, dp",3676
2056,C,Palindromic Subsequences,1200.0,"brute force, constructive algorithms, math",19486
2056,B,Find the Permutation,1300.0,"brute force, dfs and similar, graphs, implementation, sortings",17965
2056,A,Shape Perimeter,800.0,"constructive algorithms, math",26812
2055,F,Cosmic Divide,3200.0,"brute force, geometry, hashing, math, strings",90
2055,E,Haystacks,2800.0,"brute force, constructive algorithms, data structures, greedy, sortings",484
2055,D,Scarecrow,2000.0,"greedy, implementation, math",4373
2055,C,The Trail,1400.0,"brute force, constructive algorithms, greedy, math, two pointers",17293
2055,B,Crafting,1000.0,"constructive algorithms, greedy, sortings",27341
2055,A,Two Frogs,800.0,"constructive algorithms, games, greedy, math",33674
2053,I2,Affectionate Arrays (Hard Version),3500.0,"data structures, dp, graphs, greedy, math, shortest paths, two pointers",107
2053,I1,Affectionate Arrays (Easy Version),2800.0,"data structures, dp, greedy",559
2053,H,Delicate Anti-monotonous Operations,3500.0,"constructive algorithms, implementation",77
2053,G,Naive String Splits,3400.0,"binary search, brute force, greedy, hashing, math, number theory, strings",226
2053,F,Earnest Matrix Complement,2600.0,"brute force, data structures, dp, greedy, implementation, math",949
2053,E,Resourceful Caterpillar Sequence,1900.0,"dfs and similar, dp, games, graphs, greedy, trees",4532
2053,D,Refined Product Optimality,1700.0,"binary search, data structures, greedy, math, schedules, sortings",7701
2053,C,Bewitching Stargazer,1500.0,"bitmasks, divide and conquer, dp, math",12367
2053,B,Outstanding Impressionist,1200.0,"binary search, brute force, data structures, greedy",17014
2053,A,Tender Carpenter,800.0,"dp, geometry, greedy, math",21278
2052,M,Managing Cluster,2700.0,"dp, graphs, math, trees",396
2052,L,Legacy Screensaver,2900.0,,159
2052,K,Knowns and Unknowns,2800.0,,102
2052,J,Judicious Watching,2000.0,"binary search, greedy, sortings",1553
2052,I,Incompetent Delivery Guy,2800.0,"graphs, shortest paths",153
2052,H,Hunting Hoglins in Hogwarts,3500.0,interactive,69
2052,G,Geometric Balance,2800.0,"data structures, geometry, implementation",208
2052,F,Fix Flooded Floor,1700.0,"constructive algorithms, dp, graphs",3759
2052,E,Expression Correction,1900.0,"brute force, expression parsing, strings",1514
2052,D,DAG Serialization,2100.0,"brute force, graphs",1217
2052,C,Cactus without Bridges,3500.0,"constructive algorithms, math",59
2052,B,BitBitJump,2400.0,,449
2052,A,Adrenaline Rush,1600.0,constructive algorithms,4258
2051,G,Snakes,2100.0,"bitmasks, dp, dsu, graphs",2437
2051,F,Joker,2000.0,"brute force, greedy, implementation, math",4016
2051,E,Best Price,1600.0,"binary search, brute force, data structures, greedy, sortings",11997
2051,D,Counting Pairs,1200.0,"binary search, sortings, two pointers",24003
2051,C,Preparing for the Exam,1000.0,"constructive algorithms, implementation",28073
2051,B,Journey,800.0,"binary search, math",39913
2051,A,Preparing for the Olympiad,800.0,greedy,35216
2050,G,Tree Destruction,1900.0,"dfs and similar, dp, trees",5408
2050,F,Maximum modulo equality,1700.0,"data structures, divide and conquer, math, number theory",10693
2050,E,Three Strings,1500.0,"dp, implementation, strings",14559
2050,D,Digital string maximization,1300.0,"brute force, greedy, math, strings",19032
2050,C,Uninteresting Number,1200.0,"brute force, dp, math",25084
2050,B,Transfusion,1100.0,"brute force, greedy, math",27127
2050,A,Line Breaks,800.0,implementation,36508
2049,F,MEX OR Mania,2700.0,"bitmasks, brute force, data structures, dsu, implementation",585
2049,E,Broken Queries,2400.0,"binary search, bitmasks, brute force, constructive algorithms, implementation, interactive",1596
2049,D,Shift + Esc,1900.0,"brute force, dp",6039
2049,C,MEX Cycle,1500.0,"brute force, constructive algorithms, greedy, implementation",13681
2049,B,pspspsps,1300.0,"brute force, constructive algorithms, graph matchings, implementation",18965
2049,A,MEX Destruction,800.0,"greedy, implementation",24160
2048,I2,Kevin and Puzzle (Hard Version),3500.0,"bitmasks, fft, math",62
2048,I1,Kevin and Puzzle (Easy Version),3500.0,constructive algorithms,104
2048,H,Kevin and Strange Operation,3100.0,"data structures, dp",251
2048,G,Kevin and Matrices,2800.0,"brute force, combinatorics, dp, math",745
2048,F,Kevin and Math Class,2500.0,"brute force, data structures, divide and conquer, dp, implementation, math, trees",1320
2048,E,Kevin and Bipartite Graph,2000.0,"constructive algorithms, graphs, greedy",3510
2048,D,Kevin and Competition Memories,1600.0,"binary search, brute force, data structures, greedy, sortings, two pointers",8333
2048,C,Kevin and Binary Strings,1200.0,"bitmasks, brute force, greedy, implementation, strings",15176
2048,B,Kevin and Permutation,900.0,"constructive algorithms, greedy",20703
2048,A,Kevin and Combination Lock,800.0,"brute force, greedy, implementation, math, number theory",22870
2047,B,Replace Character,900.0,"brute force, combinatorics, greedy, strings",19293
2047,A,Alyona and a Square Jigsaw Puzzle,800.0,"implementation, math",17856
2046,F2,Yandex Cuneiform (Hard Version),3500.0,"constructive algorithms, data structures, greedy, implementation",103
2046,F1,Yandex Cuneiform (Easy Version),3300.0,"constructive algorithms, data structures, greedy",136
2046,E2,Cheops and a Contest (Hard Version),3500.0,"greedy, implementation",90
2046,E1,Cheops and a Contest (Easy Version),2900.0,"constructive algorithms, greedy",229
2046,D,For the Emperor!,3100.0,"flows, graphs",551
2046,C,Adventurers,2100.0,"binary search, data structures, greedy, sortings, ternary search, two pointers",2356
2046,B,Move Back at a Cost,1600.0,"binary search, data structures, greedy, sortings",10903
2046,A,Swap Columns and Find a Path,1200.0,"greedy, sortings",16852
2045,M,Mirror Maze,1800.0,"brute force, dfs and similar, graphs, implementation",2228
2045,L,Buggy DFS,3000.0,constructive algorithms,160
2045,K,GCDDCG,2900.0,,132
2045,J,Xorderable Array,2600.0,"bitmasks, data structures",341
2045,I,Microwavable Subsequence,2100.0,data structures,1379
2045,H,Missing Separators,2200.0,"dp, sortings, string suffix structures, strings",797
2045,G,X Aura,2200.0,"graphs, math, shortest paths",937
2045,F,Grid Game 3-angle,3000.0,"games, math",155
2045,E,Narrower Passageway,2700.0,"combinatorics, data structures",300
2045,D,Aquatic Dragon,3500.0,,64
2045,C,Saraga,1400.0,"greedy, strings",7245
2045,B,ICPC Square,2000.0,"math, number theory",1715
2045,A,Scrambled Scrabble,1700.0,"brute force, greedy",2578
2044,H,Hard Demon Problem,2100.0,"constructive algorithms, data structures, dp, implementation, math",2604
2044,G2,Medium Demon Problem (hard version),1900.0,"dfs and similar, dp, dsu, graphs, implementation, trees",3856
2044,G1,Medium Demon Problem (easy version),1700.0,"dfs and similar, graph matchings, graphs, implementation, trees",7372
2044,F,Easy Demon Problem,1900.0,"binary search, brute force, data structures, math, number theory",6073
2044,E,Insane Problem,1300.0,"binary search, greedy, implementation, math, number theory",18132
2044,D,Harder Problem,1100.0,"constructive algorithms, greedy, math",24148
2044,C,Hard Problem,800.0,"greedy, math",45377
2044,B,Normal Problem,800.0,"implementation, strings",52164
2044,A,Easy Problem,800.0,"brute force, math",61455
2043,G,Problem with Queries,3000.0,"brute force, data structures, implementation",327
2043,F,Nim,2700.0,"bitmasks, brute force, combinatorics, dp, games, greedy, implementation, shortest paths",909
2043,E,Matrix Transformation,2300.0,"bitmasks, brute force, data structures, dfs and similar, graphs, greedy, implementation",1839
2043,D,Problem about GCD,1800.0,"brute force, flows, math, number theory",7698
2043,C,Sums on Segments,1600.0,"binary search, brute force, data structures, dp, greedy, math",11241
2043,B,Digits,1100.0,"math, number theory",21786
2043,A,Coin Transformation,800.0,"brute force, math",27023
2042,F,Two Subarrays,2600.0,"data structures, dp, implementation, matrices",910
2042,E,Vertex Pairs,2900.0,"binary search, brute force, data structures, dfs and similar, divide and conquer, greedy, implementation, trees",525
2042,D,Recommendations,1900.0,"data structures, implementation, sortings, two pointers",5265
2042,C,Competitive Fishing,1800.0,greedy,8661
2042,B,Game with Colored Marbles,900.0,"games, greedy",19517
2042,A,Greedy Monocarp,800.0,"greedy, sortings",20867
2041,N,Railway Construction,3300.0,,82
2041,M,Selection Sort,2000.0,"binary search, data structures, greedy, two pointers",1335
2041,L,Building Castle,2900.0,,70
2041,K,Trophic Balance Species,3100.0,"binary search, brute force, dfs and similar, graphs",122
2041,J,Bottle Arrangement,2700.0,"data structures, divide and conquer, dp, dsu, greedy",266
2041,I,Auto Complete,2300.0,"binary search, data structures, hashing, implementation, sortings, strings, trees",675
2041,H,Sheet Music,2300.0,"combinatorics, dp, math",1034
2041,G,Grid Game,3100.0,,67
2041,F,Segmentation Folds,2400.0,"brute force, dfs and similar, number theory",509
2041,E,Beautiful Array,1200.0,"constructive algorithms, math",9917
2041,D,Drunken Maze,1700.0,"brute force, dfs and similar, graphs, shortest paths",4867
2041,C,Cube,2000.0,"bitmasks, dfs and similar, dp",2025
2041,B,Bowling Frame,1200.0,"binary search, brute force, math",7202
2041,A,The Bento Box Adventure,1300.0,"implementation, sortings",11333
2040,F,Number of Cubes,2700.0,"combinatorics, dp, math, number theory",460
2040,E,Control of Randomness,2100.0,"combinatorics, dfs and similar, dp, graphs, greedy, math, probabilities, trees",2679
2040,D,Non Prime Tree,1900.0,"brute force, constructive algorithms, dfs and similar, greedy, number theory, trees, two pointers",5861
2040,C,Ordered Permutations,1600.0,"bitmasks, combinatorics, constructive algorithms, greedy, math, two pointers",10813
2040,B,Paint a Strip,1000.0,"constructive algorithms, greedy, math",24147
2040,A,Game of Division,800.0,"games, math",24451
2039,H2,Cool Swap Walk (Hard Version),3500.0,"constructive algorithms, implementation, sortings",92
2039,H1,Cool Swap Walk (Easy Version),3500.0,"constructive algorithms, implementation, sortings",102
2039,G,Shohag Loves Pebae,3500.0,"math, number theory",83
2039,F2,Shohag Loves Counting (Hard Version),3200.0,"dp, number theory",292
2039,F1,Shohag Loves Counting (Easy Version),2800.0,"combinatorics, dp, math, number theory",511
2039,E,Shohag Loves Inversions,2200.0,"combinatorics, dp, implementation, math",2374
2039,D,Shohag Loves GCD,1700.0,"constructive algorithms, greedy, math, number theory",6989
2039,C2,Shohag Loves XOR (Hard Version),1800.0,"bitmasks, brute force, math, number theory",4978
2039,C1,Shohag Loves XOR (Easy Version),1200.0,"bitmasks, brute force, math, number theory",13556
2039,B,Shohag Loves Strings,1000.0,"constructive algorithms, greedy, implementation, strings",17339
2039,A,Shohag Loves Mod,800.0,"constructive algorithms, number theory",18139
2038,N,Fixing the Expression,800.0,implementation,11359
2038,M,Royal Flush,2800.0,"dp, implementation",331
2038,L,Bridge Renovation,1400.0,"brute force, dp, greedy, math, two pointers",8021
2038,K,Grid Walk,2100.0,"brute force, dp, greedy, math, number theory",1783
2038,J,Waiting for...,800.0,"greedy, implementation",8797
2038,I,Polyathlon,2500.0,"binary search, data structures, hashing, string suffix structures, strings",747
2038,H,Galactic Council,3000.0,flows,185
2038,G,Guess One Character,1900.0,"constructive algorithms, implementation, interactive",2970
2038,F,Alternative Platforms,2500.0,"combinatorics, data structures, fft, math, sortings",483
2038,E,Barrels,2900.0,"data structures, greedy, math",156
2038,D,Divide OR Conquer,2400.0,"binary search, bitmasks, data structures, dp, implementation",858
2038,C,DIY,1400.0,"data structures, geometry, greedy, sortings",6959
2038,B,Make It Equal,2100.0,"binary search, brute force, greedy, math",1917
2038,A,Bonus Project,1400.0,"games, greedy",5456
2037,G,Natlan Exploring,2000.0,"bitmasks, combinatorics, data structures, dp, math, number theory",3755
2037,F,Ardent Flames,2100.0,"binary search, data structures, math, sortings, two pointers",2975
2037,E,Kachina's Favorite Binary String,1600.0,"dp, greedy, interactive, two pointers",7404
2037,D,Sharky Surfing,1300.0,"data structures, greedy, two pointers",14784
2037,C,Superultra's Favorite Permutation,1000.0,"constructive algorithms, greedy, math, number theory",25582
2037,B,Intercepted Inputs,800.0,"brute force, implementation",25557
2037,A,Twice,800.0,implementation,35767
2036,G,Library of Magic,2200.0,"binary search, constructive algorithms, divide and conquer, interactive, math, number theory",1679
2036,F,XORificator 3000,1900.0,"bitmasks, dp, number theory, two pointers",5293
2036,E,Reverse the Rivers,1600.0,"binary search, constructive algorithms, data structures, greedy",9575
2036,D,I Love 1543,1300.0,"brute force, implementation, matrices",16021
2036,C,Anya and 1100,1100.0,"brute force, implementation",22236
2036,B,Startup,800.0,"greedy, sortings",29767
2036,A,Quintomania,800.0,implementation,40753
2035,H,Peak Productivity Forces,3500.0,constructive algorithms,100
2035,G2,Go Learn! (Hard Version),3500.0,"divide and conquer, dp",112
2035,G1,Go Learn! (Easy Version),3300.0,"dp, trees",172
2035,F,Tree Operations,2500.0,"binary search, brute force, dfs and similar, dp, trees",1102
2035,E,Monster,2300.0,"binary search, brute force, constructive algorithms, greedy, implementation, math, ternary search",1968
2035,D,Yet Another Real Number Problem,1800.0,"binary search, data structures, divide and conquer, greedy, implementation, math",5840
2035,C,Alya and Permutation,1400.0,"bitmasks, constructive algorithms, math",11563
2035,B,Everyone Loves Tres,900.0,"constructive algorithms, greedy, math, number theory",20614
2035,A,Sliding,800.0,"implementation, math",17856
2034,H,Rayan vs. Rayaneh,3300.0,"brute force, dfs and similar, dp, number theory",196
2034,G2,Simurgh's Watch (Hard Version),3500.0,"greedy, implementation",79
2034,G1,Simurgh's Watch (Easy Version),3500.0,"constructive algorithms, greedy, implementation, sortings",77
2034,F2,Khayyam's Royal Decree (Hard Version),2800.0,"combinatorics, dp, math, sortings",600
2034,F1,Khayyam's Royal Decree (Easy Version),2500.0,"combinatorics, dp, math, sortings",894
2034,E,Permutations Harmony,2200.0,"combinatorics, constructive algorithms, greedy, hashing, math",2025
2034,D,Darius' Wisdom,1600.0,"constructive algorithms, greedy, implementation, sortings",6627
2034,C,Trapped in the Witch's Labyrinth,1400.0,"constructive algorithms, dfs and similar, graphs, implementation",9173
2034,B,Rakhsh's Revival,1000.0,"data structures, greedy, implementation, two pointers",15801
2034,A,King Keykhosrow's Mystery,800.0,"brute force, chinese remainder theorem, math, number theory",18429
2033,G,Sakurako and Chefir,2200.0,"data structures, dfs and similar, dp, greedy, trees",2007
2033,F,Kosuke's Sloth,1800.0,"brute force, math, number theory",7142
2033,E,"Sakurako, Kosuke, and the Permutation",1400.0,"brute force, data structures, dfs and similar, dsu, graphs, greedy, math",14184
2033,D,Kousuke's Assignment,1300.0,"data structures, dp, dsu, greedy, math",18233
2033,C,Sakurako's Field Trip,1400.0,"dp, greedy, two pointers",17855
2033,B,Sakurako and Water,900.0,"brute force, constructive algorithms, greedy",28886
2033,A,Sakurako and Kosuke,800.0,"constructive algorithms, implementation, math",41219
2032,F,Peanuts,2700.0,"combinatorics, dp, games, math",488
2032,E,Balanced,2400.0,"constructive algorithms, data structures, greedy, implementation, math",1402
2032,D,Genokraken,1800.0,"constructive algorithms, data structures, graphs, greedy, implementation, interactive, trees, two pointers",6209
2032,C,Trinity,1400.0,"binary search, math, sortings, two pointers",16223
2032,B,Medians,1100.0,"constructive algorithms, greedy, implementation, math",20619
2032,A,Circuit,800.0,"greedy, implementation, math, number theory",24721
2031,F,Penchick and Even Medians,2800.0,"binary search, constructive algorithms, interactive, probabilities",456
2031,E,Penchick and Chloe's Trees,2100.0,"data structures, dfs and similar, dp, greedy, implementation, math, sortings, trees",2707
2031,D,Penchick and Desert Rabbit,1700.0,"binary search, data structures, dfs and similar, dp, dsu, greedy, implementation, two pointers",9862
2031,C,Penchick and BBQ Buns,1300.0,"constructive algorithms, math, number theory",15761
2031,B,Penchick and Satay Sticks,900.0,"brute force, greedy, sortings",20833
2031,A,Penchick and Modern Monument,800.0,"constructive algorithms, dp, greedy, math",20993
2030,G2,The Destruction of the Universe (Hard Version),3100.0,"combinatorics, math",198
2030,G1,The Destruction of the Universe (Easy Version),2900.0,"combinatorics, greedy, math",262
2030,F,Orangutan Approved Subarrays,2400.0,"binary search, data structures, dp, greedy, implementation, two pointers",1183
2030,E,MEXimize the Score,2200.0,"combinatorics, data structures, dp, greedy, implementation, math",1972
2030,D,QED's Favorite Permutation,1700.0,"data structures, implementation, sortings",8628
2030,C,A TRUE Battle,1100.0,"brute force, games, greedy",19833
2030,B,Minimise Oneness,800.0,"combinatorics, constructive algorithms, games, math",23715
2030,A,A Gift From Orangutan,800.0,"constructive algorithms, greedy, math, sortings",27607
2029,I,Variance Challenge,3400.0,"flows, graphs, greedy",149
2029,H,Message Spread,3500.0,"bitmasks, brute force, combinatorics, dp",111
2029,G,Balanced Problem,3000.0,"data structures, dp",260
2029,F,Palindrome Everywhere,2500.0,"constructive algorithms, graphs, greedy",852
2029,E,Common Generator,2100.0,"brute force, constructive algorithms, math, number theory",3543
2029,D,Cool Graph,1900.0,"constructive algorithms, data structures, dfs and similar, dsu, graphs, greedy, trees",3937
2029,C,New Rating,1700.0,"binary search, data structures, dp, greedy",7609
2029,B,Replacement,1100.0,"constructive algorithms, games, strings",11769
2029,A,Set,800.0,"greedy, math",14175
2028,F,Alice's Adventures in Addition,2700.0,"bitmasks, brute force, dp, implementation",546
2028,E,Alice's Adventures in the Rabbit Hole,2300.0,"combinatorics, dfs and similar, dp, games, greedy, math, probabilities, trees",1909
2028,D,Alice's Adventures in Cards,2000.0,"constructive algorithms, data structures, dp, graphs, greedy, implementation, ternary search",3755
2028,C,Alice's Adventures in Cutting Cake,1600.0,"binary search, dp, greedy, two pointers",10010
2028,B,Alice's Adventures in Permuting,1400.0,"binary search, implementation, math",13331
2028,A,Alice's Adventures in ''Chess'',900.0,"brute force, implementation, math",20359
2027,E2,Bit Game (Hard Version),3100.0,"bitmasks, dp, math",110
2027,E1,Bit Game (Easy Version),2800.0,"bitmasks, brute force, games, math",249
2027,D2,The Endspeaker (Hard Version),2200.0,"binary search, data structures, dp, greedy, implementation, two pointers",1907
2027,D1,The Endspeaker (Easy Version),1700.0,"binary search, dp, graphs, greedy, implementation, two pointers",6989
2027,C,Add Zeros,1500.0,"brute force, data structures, dfs and similar, dp, graphs, greedy",13729
2027,B,Stalin Sort,1100.0,"brute force, greedy",17732
2027,A,Rectangle Arrangement,800.0,"geometry, implementation, math",22037
2026,F,Bermart Ice Cream,2700.0,"data structures, dfs and similar, divide and conquer, dp, implementation, trees",398
2026,E,Best Subsequence,2500.0,"bitmasks, dfs and similar, flows, graph matchings, graphs",2021
2026,D,Sums of Segments,1900.0,"binary search, data structures, dp, implementation, math",5881
2026,C,Action Figures,1500.0,"binary search, brute force, constructive algorithms, data structures, greedy, implementation",12671
2026,B,Black Cells,1300.0,"binary search, brute force, constructive algorithms, greedy",16526
2026,A,Perpendicular Segments,900.0,"constructive algorithms, geometry, greedy, math",20296
2025,G,Variable Damage,3000.0,"data structures, flows",233
2025,F,Choose Your Queries,2700.0,"constructive algorithms, dfs and similar, dp, graphs, greedy, trees",1062
2025,E,Card Game,2200.0,"combinatorics, dp, fft, greedy, math",2369
2025,D,Attribute Checks,1800.0,"brute force, data structures, dp, implementation, math, two pointers",7901
2025,C,New Game,1300.0,"binary search, brute force, greedy, implementation, sortings, two pointers",19078
2025,B,"Binomial Coefficients, Kind Of",1100.0,"combinatorics, dp, math",19654
2025,A,Two Screens,800.0,"binary search, greedy, strings, two pointers",28633
2024,B,Buying Lemonade,1100.0,"binary search, constructive algorithms, sortings",17077
2024,A,Profitable Interest Rate,800.0,"greedy, math",23033
2023,F,Hills and Pits,3500.0,"data structures, greedy, math, matrices",133
2023,E,Tree of Life,3300.0,"dp, greedy, trees",176
2023,D,Many Games,2900.0,"brute force, dp, greedy, math, probabilities",607
2023,C,C+K+S,2400.0,"constructive algorithms, dfs and similar, graphs, greedy, hashing, implementation, strings",1376
2023,B,Skipping,1700.0,"binary search, dp, graphs, shortest paths",7098
2023,A,Concatenation of Arrays,1300.0,"constructive algorithms, greedy, math, sortings",16604
2022,E2,Billetes MX (Hard Version),2600.0,"binary search, combinatorics, data structures, dsu, graphs",710
2022,E1,Billetes MX (Easy Version),2500.0,"2-sat, binary search, combinatorics, constructive algorithms, dfs and similar, dsu, graphs",762
2022,D2,Asesino (Hard Version),2700.0,"constructive algorithms, dp, interactive",830
2022,D1,Asesino (Easy Version),1900.0,"binary search, brute force, constructive algorithms, implementation, interactive",4038
2022,C,Gerrymandering,1800.0,"dp, implementation",6449
2022,B,Kar Salesman,1300.0,"binary search, greedy, math",14561
2022,A,Bus to Pénjamo,800.0,"constructive algorithms, greedy, implementation, math",17249
2021,E3,Digital Village (Extreme Version),2800.0,"data structures, dfs and similar, dp, dsu, graphs, greedy, math, trees",680
2021,E2,Digital Village (Hard Version),2500.0,"data structures, dp, dsu, graphs, math, trees",1211
2021,E1,Digital Village (Easy Version),2300.0,"brute force, data structures, dfs and similar, dp, dsu, fft, graphs, greedy, implementation, math, trees",1933
2021,D,"Boss, Thirsty",2500.0,"dp, greedy, implementation",957
2021,C2,Adjust The Presentation (Hard Version),1900.0,"constructive algorithms, data structures, greedy, implementation, sortings",4522
2021,C1,Adjust The Presentation (Easy Version),1300.0,"constructive algorithms, greedy",14144
2021,B,Maximize Mex,1200.0,"brute force, greedy, math, number theory",18864
2021,A,Meaning Mean,800.0,"data structures, greedy, math, sortings",21521
2020,F,Count Leaves,2900.0,"dp, math, number theory",268
2020,E,Expected Power,2000.0,"bitmasks, dp, math, probabilities",3999
2020,D,Connect the Dots,1800.0,"brute force, dp, dsu, graphs, math, trees",7442
2020,C,Bitwise Balancing,1400.0,"bitmasks, hashing, implementation, math, schedules, ternary search",18342
2020,B,Brightness Begins,1200.0,"binary search, math",21717
2020,A,Find Minimum Operations,800.0,"bitmasks, brute force, greedy, math, number theory",25976
2019,B,All Pairs Segments,1200.0,"implementation, math",17307
2019,A,Max Plus Size,800.0,"brute force, dp, greedy",27185
2018,F3,Speedbreaker Counting (Hard Version),3100.0,"dp, greedy, math",322
2018,F2,Speedbreaker Counting (Medium Version),3000.0,"dp, greedy, math",293
2018,F1,Speedbreaker Counting (Easy Version),2900.0,"combinatorics, dp, greedy, math",335
2018,E2,Complex Segments (Hard Version),3400.0,"binary search, data structures, divide and conquer, dsu, greedy, math, sortings",204
2018,E1,Complex Segments (Easy Version),3300.0,"binary search, data structures, divide and conquer, dsu, greedy, math, sortings",239
2018,D,Max Plus Min Plus Size,2200.0,"data structures, dp, dsu, greedy, implementation, matrices, sortings",2198
2018,C,Tree Pruning,1700.0,"brute force, dfs and similar, greedy, sortings, trees",9708
2018,B,Speedbreaker,1900.0,"binary search, data structures, dp, greedy, implementation, two pointers",5203
2018,A,Cards Partition,1600.0,"2-sat, brute force, greedy, implementation, math",12649
